Age,Country,EdLevel,MainBranch,Employment,ConvertedCompYearly
25-34 years old,Spain,Some college/university study without earning a degree,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time",37592.0
25-34 years old,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",50000.0
18-24 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",90000.0
55-64 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time",
18-24 years old,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",I am a developer by profession,"Employed, full-time",67766.0
55-64 years old,United States of America,"Associate degree (A.A., A.S., etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Independent contractor, freelancer, or self-employed",36000.0
18-24 years old,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am learning to code,"Student, full-time;Employed, part-time",
25-34 years old,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",16168.0
25-34 years old,Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",39133.0
45-54 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",110000.0
25-34 years old,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",
25-34 years old,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",I am a developer by profession,"Employed, full-time",84851.0
25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",165000.0
25-34 years old,Italy,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time",26852.0
25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",97000.0
18-24 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",74000.0
25-34 years old,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
25-34 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time;Student, part-time",67666.0
45-54 years old,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, part-time",
25-34 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",160000.0
18-24 years old,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time;Student, full-time",10197.0
45-54 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",115000.0
25-34 years old,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time",57203.0
25-34 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
35-44 years old,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",8625.0
25-34 years old,Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",85925.0
35-44 years old,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",
25-34 years old,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",
25-34 years old,Germany,"Associate degree (A.A., A.S., etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",71500.0
35-44 years old,Czech Republic,Some college/university study without earning a degree,I am a developer by profession,"Independent contractor, freelancer, or self-employed",47778.0
25-34 years old,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
45-54 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",220000.0
45-54 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",I am a developer by profession,"Employed, full-time",130000.0
45-54 years old,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",128887.0
18-24 years old,Serbia,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",23200.0
35-44 years old,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",122559.0
35-44 years old,Canada,Primary/elementary school,I am a developer by profession,"Employed, full-time",
25-34 years old,Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time;Independent contractor, freelancer, or self-employed",
25-34 years old,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",29102.0
35-44 years old,Syrian Arab Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time;Employed, part-time",
25-34 years old,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",66815.0
25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",150000.0
35-44 years old,Costa Rica,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",
35-44 years old,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",93443.0
25-34 years old,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",17945.0
18-24 years old,Ukraine,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",I am a developer by profession,"Employed, full-time;Employed, part-time",10200.0
25-34 years old,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",54375.0
35-44 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",227000.0
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",82802.0
25-34 years old,Sweden,"Associate degree (A.A., A.S., etc.)",I am a developer by profession,"Employed, full-time",73664.0
35-44 years old,Kenya,Some college/university study without earning a degree,I am a developer by profession,"Employed, part-time",
25-34 years old,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",86394.0
25-34 years old,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
25-34 years old,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
35-44 years old,United States of America,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time",180000.0
25-34 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time",101910.0
35-44 years old,Turkey,"Associate degree (A.A., A.S., etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",30914.0
18-24 years old,United States of America,Some college/university study without earning a degree,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Student, full-time;Employed, part-time",
45-54 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",220000.0
25-34 years old,Bangladesh,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","I used to be a developer by profession, but no longer am","Employed, full-time",
35-44 years old,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",
45-54 years old,France,"Associate degree (A.A., A.S., etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed",
45-54 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",112000.0
35-44 years old,Lithuania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",64444.0
35-44 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",85925.0
25-34 years old,Poland,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time",51374.0
35-44 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",72499.0
25-34 years old,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I am a developer by profession,"Employed, full-time",
25-34 years old,Indonesia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",I am a developer by profession,"Independent contractor, freelancer, or self-employed;Not employed, and not looking for work",
18-24 years old,Switzerland,"Associate degree (A.A., A.S., etc.)",I am a developer by profession,"Student, part-time;Employed, part-time",24623.0
45-54 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I am a developer by profession,"Employed, full-time",175000.0
18-24 years old,Brazil,Some college/university study without earning a degree,I am a developer by profession,"Employed, full-time",
